,id,Indoor/Outdoor,Commercial / Residential,ENERGY STAR Certified,Hardware Included,Package Quantity,Flooring Product Type,Color,Tools Product Type,Included,Voltage (volts),Assembly Required,Features,Wattage (watts),Finish,Shape
0,114689,0.010409254442265788,0.05852263594247605,0.2938222762367226,0.025738854231184233,0.036954166506222,0.0210462724874623,0.040521002154736724,0.02567924281240052,0.05251291338218994,0.32333760923065796,0.011845792721059652,0.0348571334658093,0.008340089398468661,0.02686679427043389,0.02954596271790754
1,183172,0.12254617509503285,0.12793976453417244,0.06938878669871316,0.04201949488343137,0.07889060158508361,0.04043016507623199,0.04284536434404768,0.08262320652810703,0.06732141651295388,0.06979194077873652,0.04635016954694318,0.06923508173428404,0.04502705413808341,0.06330809669011359,0.03228268185406824
2,217304,0.026386089618380522,0.03028103291033571,0.05695991704828834,0.0407939135778289,0.05908552756607587,0.04718779618046294,0.039828066945523655,0.15566615841901812,0.06516575260685913,0.06816766862532346,0.018595803110689535,0.0317897700815975,0.022149581065645567,0.26392918874390536,0.07401373350006722
3,184115,0.018451189531757315,0.061161512727310664,0.04270288103316954,0.03965753586057752,0.09221642300333734,0.076950417129064,0.09690643403233869,0.11762587247736193,0.07853334009141542,0.11428457049728849,0.018186879249906078,0.11438395306598052,0.009940353045593715,0.03997913353325685,0.07901950472163949
4,103786,0.027003411170235147,0.08773835103963884,0.029984347565486628,0.051060704017080974,0.1247470613291261,0.04428852297600111,0.0568154230319463,0.06867183070009497,0.11262506292563788,0.1018014310786741,0.04809590735970067,0.16479092097115008,0.00693397895463997,0.0361273269978637,0.039315719882727945
5,202789,0.057175902563233585,0.11084260948090689,0.051507136654147,0.06098744072865761,0.13148823819143665,0.05389812541974444,0.03722254385410104,0.07894367768257794,0.07004492381881605,0.08487877381045274,0.029091094071136456,0.1512877710383874,0.01245733111247452,0.029563108453043132,0.040611323120877514
6,208062,0.009719502394990375,0.12537248932921266,0.06397834196948146,0.039767549145941876,0.1330097194046994,0.02283668383589297,0.09698810697061735,0.09176662946385035,0.0905821376580793,0.046568597029954584,0.016856458553503696,0.060257735960444,0.007705316144849068,0.07674655850647352,0.11784417363200471
7,177644,0.03174898736160257,0.02591400028303645,0.03323247473322695,0.036332571841474856,0.09320157015424842,0.08217826301931495,0.11638499551645294,0.16636470581332097,0.11664254120364431,0.058562377678733776,0.012975657204146132,0.1323667753158699,0.009184991126271327,0.030423139901213914,0.054486948847442825
8,117538,0.02020026245466476,0.030536815117392282,0.1264363473000439,0.01830537037945027,0.16513921376150822,0.03413902985319125,0.13747387653770002,0.07503674279598586,0.08818945855181394,0.09911533623906364,0.016056308718136295,0.08253180865859903,0.0040064908126882905,0.02148795255535811,0.08134498626440591
9,198085,0.05953328421451761,0.08090505741068826,0.10169881061570651,0.03240967230250998,0.06532405393288823,0.05231731035047807,0.059043271500259425,0.11935291330252287,0.04229571108150254,0.0894743057962898,0.05595111074269601,0.043225686149626116,0.07302739262941899,0.08738554039837267,0.03805587957252529
10,151405,0.009832382563118346,0.06743575756509024,0.12390095481216232,0.029460078302408987,0.08696021921073384,0.03970049994307619,0.08500437494220119,0.03995402301911671,0.08387927839789791,0.20494152267221055,0.020293245646152345,0.047104327643341055,0.022396042796101544,0.0653316085342785,0.07380568395210955
11,168677,0.019621251343138586,0.05501593587290274,0.09326859636645518,0.06385082765332317,0.1258620249999009,0.06637532855914122,0.09895972319514282,0.05369950922234488,0.09612668965448934,0.08141682862079792,0.03502230350582591,0.07353208826354542,0.03301743156841939,0.042354293460409934,0.06187716771416524
12,138021,0.03546700655756865,0.03640812755116603,0.08960746099946681,0.030347242302210507,0.13186177999730872,0.03426508384873181,0.11215338019794936,0.11428023571104069,0.1325550312502546,0.03525676076983212,0.018514061629935335,0.08636905990828771,0.007985400080612062,0.06218306034197001,0.07274630885366676
13,215825,0.03249871838277824,0.08284251379059851,0.09832458970495692,0.07542697701611585,0.05369652589818625,0.03645829977137433,0.03854110096698747,0.09180711853079178,0.05202387339170018,0.14714615083227783,0.0356386123658409,0.10595951645142535,0.05722793437773387,0.04817894759218625,0.044229120927045104
14,137724,0.005537736653701709,0.1037847187805071,0.07354330242519234,0.03218458299511997,0.13886696471322169,0.04136104659780738,0.13584078852080667,0.04720690128786756,0.11230806824018545,0.09713767307562962,0.010605522415537352,0.07742266059119751,0.004911303831273846,0.029079648298587807,0.0902090815733634
15,155792,0.026799287947187982,0.07829248480715655,0.05153958585852656,0.023505168130062454,0.088590684573608,0.07608334669494311,0.07402410940494417,0.12340134227437576,0.1389720194593189,0.0673113694797419,0.014292299965376516,0.1159078459350852,0.010108383603596097,0.043322475352871904,0.06784959651320457
16,169327,0.011569602605159072,0.23107755332396712,0.032303909238125025,0.02790299682204203,0.13529804737348214,0.021857798100967864,0.07266439917647358,0.052375410687889166,0.14607049576087777,0.06388027503823296,0.013752480737416195,0.04547443774935893,0.0031515161840257964,0.06698310198496904,0.07563797521700841
17,123993,0.014863831125201761,0.03780282176206248,0.02284402313985099,0.11797028786591195,0.09286136988291412,0.014016260010653708,0.03329731434051856,0.017840703634041808,0.05130376534974008,0.08732586189743852,0.003285477467742205,0.03351413427595634,0.008148513349907915,0.3344558908707302,0.13046974502733044
18,199552,0.04326213110218415,0.06080681834095004,0.039882256182187055,0.10889429827871479,0.1417685968608112,0.030675101947598753,0.029945060255333507,0.06593823253118138,0.12000335966945451,0.0722794766431321,0.02312978063691329,0.07362319633680442,0.026015432849401953,0.1284017741196707,0.0353744842456649
19,203795,0.040536406839211704,0.032798057492575874,0.09007693120462237,0.037475097220676226,0.0580233980175812,0.04001980288335647,0.06088316018488144,0.05543661778271538,0.1748602388050417,0.13526945498028212,0.03456772363322962,0.05492215325081753,0.014421539102881952,0.12214960672179057,0.04855981188033285
20,192622,0.011891421762788977,0.025346576395814408,0.04740013631149261,0.12702395292852858,0.08320761869683763,0.02839460884581062,0.05292202621457864,0.02979765306377343,0.09842623542903961,0.22875080717098625,0.012225367805050832,0.07600339439286011,0.10079548231374992,0.036684196754849,0.04113052191383696
21,201806,0.017547617298017282,0.11868591678413913,0.041741590071230426,0.08105885523971655,0.12131021637531997,0.03342682234043785,0.07916841958143529,0.040805625132557685,0.14198111863793167,0.06339650951589677,0.04021200482369298,0.0605440369215259,0.03907599782392856,0.03320349785559209,0.08784177159857896
22,108711,0.033165254845555193,0.06144267400571383,0.14911142456489607,0.046898852463024214,0.09322956773510926,0.034984227700002556,0.03715856999419781,0.20051176710451765,0.05985655647207379,0.12027876152198282,0.015542776388975454,0.07121121765663561,0.009867575531630418,0.03481520422974118,0.031925569785942486
23,129152,0.05548947625764754,0.10457528420967181,0.050467410967382394,0.057108737679841995,0.07003552273466115,0.06027912781157533,0.05255220281812985,0.0773547838555633,0.04708680720422141,0.12188635939761815,0.050210954245431,0.07971327305790725,0.04933557283801341,0.04955731248220173,0.07434717444013572
24,164388,0.04192624569523332,0.09955302160619953,0.06100510583234416,0.0587576994260545,0.041890710226298054,0.046058363246031464,0.07169254425318497,0.05221021836565928,0.0591438766437207,0.11784791110496538,0.13411396077097132,0.06110242027630758,0.059746705110001734,0.049254525803503146,0.045696691639521565
25,208825,0.06060078755021679,0.104401580131272,0.0784002632488973,0.018262140139064683,0.06984038046814754,0.0794002806382348,0.05113518674987434,0.07663715778518423,0.15392973946605018,0.060193096627057116,0.03226223444553273,0.05750140848171466,0.07705190164295785,0.03948938457854826,0.04089445804724673
26,117582,0.041572769820190515,0.08375692295220141,0.07531925968158294,0.05724991697859598,0.11711178876715422,0.062006427696401606,0.037263381555135845,0.07449808046996323,0.06529786646438486,0.12029182787739576,0.06174757981890976,0.08807506664859785,0.019952209662919995,0.06813692430920383,0.027719977297356493
27,171221,0.011212377128509867,0.07470176849725686,0.039502455356556096,0.05476810941721072,0.052799045401836386,0.054545234626128515,0.07591024041037003,0.055686937923014296,0.08332077287542809,0.08187924428975393,0.03001678080751471,0.07000324725662062,0.23394129397694585,0.04670772116304043,0.03500477086981029
28,122140,0.013952527560766573,0.027062513292414467,0.024238439235456884,0.014154290249324878,0.21876335341905828,0.02922991489941134,0.1869612011268129,0.07123023892045856,0.1206052786896739,0.051617969796200563,0.023653032930842723,0.06902682256131848,0.008505914925236339,0.04114861029474788,0.09984989209827928
29,167146,0.007656800240451799,0.12290135208144361,0.03509138972137325,0.027807644215968985,0.09550753596830362,0.016952904649120182,0.10118165023863031,0.035675167825326176,0.08119618203188379,0.13156819148565732,0.01790802781625062,0.07984130930808195,0.028775352390981276,0.13304166176111012,0.08489483026542181
30,217765,0.08880346296093448,0.12235184675163621,0.07695162530082804,0.0643372854789897,0.09080480584478653,0.062054702425859073,0.04488005609173826,0.07260117709781708,0.10463748248948745,0.09889023189210977,0.014999736702553211,0.05778783082381702,0.021067635925961257,0.04660483382820325,0.033227286385277104
31,207068,0.010649717005256139,0.0426152726750449,0.03196574138660371,0.019869199525952553,0.08640968803033251,0.03011472483333578,0.1282581454371887,0.077296032228925,0.1681884313044927,0.02753274548159453,0.007252347922697566,0.056936614530075674,0.002520274862449507,0.06921216598942022,0.2411788987866256
32,169558,0.009227489207239188,0.19390548689749454,0.060917499657314675,0.048124526226236156,0.14265278940620268,0.021665319908503077,0.0821146735308192,0.059324933783972814,0.09122066430002039,0.10833329822344946,0.021552178433328434,0.06501521335696343,0.008448044206374149,0.04170677165343332,0.045791111208655096
33,170080,0.02869568666736162,0.06645102185584062,0.05116152809954502,0.03585183208169095,0.08902573044395246,0.04705643592413312,0.09382505756576748,0.032122650992787,0.1410133658914174,0.060016811373226904,0.09284619498502,0.10443879904914091,0.014400694272115409,0.05224180926540484,0.09085238153259557
34,218314,0.023305663944873448,0.09631496100191966,0.13268726217695534,0.051566466634451864,0.0815537725288728,0.04360135885408422,0.08102155561862272,0.05502978176550354,0.07714030652890014,0.0969760002978883,0.0053591993585792655,0.10218187362393133,0.0039642976843672646,0.05943844725439341,0.08985905272665787
35,205872,0.0203758745801534,0.04697247156439084,0.06086738196138665,0.051429178828596246,0.14789608038448454,0.029459094635938605,0.06202157007206001,0.044237863007718974,0.0894663104136041,0.17452650595255553,0.01085222070674938,0.11213865884954895,0.006315523892586397,0.05717727564870307,0.08626398950152733
36,130881,0.03651405251418063,0.044325568615360106,0.05101847469298357,0.05511696832929855,0.1092041680055218,0.0528441752040087,0.11583872688694108,0.07223216314846165,0.13755908570151937,0.06512805167792836,0.01429460577814558,0.1033484801148742,0.006444978060268189,0.03572056365283672,0.10040993761766594
37,178244,0.05731121623566759,0.07900469993730774,0.04651806298556363,0.04757305257746517,0.08520587912967291,0.06620640236140336,0.05128991365136663,0.0832243626257428,0.0861452801632542,0.0731284311576017,0.017524164337040845,0.1842884215133254,0.019274600322871756,0.05140750779086252,0.0518980052108542
38,184615,0.021984791046882654,0.21501029388417292,0.04914284360428523,0.04405111349125053,0.03771989901629382,0.04763404116100073,0.03481164382556048,0.10348327039935024,0.06423757187557472,0.09100967572471956,0.051795502754093066,0.059953457194080365,0.09956451741942358,0.05625502435137219,0.02334635425193875
39,178317,0.044908608095887745,0.04472394337810047,0.07860661557056585,0.11331314483378464,0.02832601490138792,0.05177241146848825,0.05953331745360001,0.10999290918231151,0.12353419613162626,0.07317219000777699,0.020814437656021714,0.05966805301010655,0.044450023977515137,0.08498722273619994,0.062196911596626284
40,105342,0.020131980971872715,0.04265675573336362,0.08022579399199385,0.03181848282350465,0.12373158489703084,0.07671591684824862,0.07172784576297207,0.08678607111362018,0.1516581500032479,0.10430305479333557,0.03325285504090833,0.05865274637607201,0.01688960862705714,0.03160741525553648,0.06984173776123778
41,182402,0.06434861154514922,0.07021709089597854,0.039530541123051106,0.035960785356337344,0.07458841989328194,0.03287327108504595,0.11178513001269731,0.07135912465175223,0.1109034302471768,0.1063448269647836,0.053431555073115554,0.10394960694724673,0.01701587534207603,0.039630700161144006,0.06806103070116931
42,158048,0.03966911673298758,0.10026461890459336,0.05661887747066383,0.12156538958809639,0.1300300183189396,0.0312734400843518,0.044696016103436126,0.07644848938395347,0.051661171642300115,0.1277021242484633,0.01813048257818643,0.07738596115597739,0.013282602293481032,0.07498148648934766,0.03629020500522552
43,107699,0.05420129026008736,0.06001459419258345,0.24613522348167502,0.11504963925599523,0.05830230239459301,0.04491874980319683,0.032883705141266484,0.07152329726223097,0.06034653750926921,0.066147033762419,0.026877169083422723,0.05085005820331864,0.051545955944116935,0.03868768162428076,0.02251676208154182
44,128531,0.043559243410676574,0.07621406377408697,0.03041352359312475,0.02744118617899693,0.2815230477769823,0.04866429746791353,0.07035838718644219,0.038978930108661235,0.07629971576027185,0.07243064005978503,0.04238519462047467,0.06269007091430948,0.01785979864668381,0.05929551589493314,0.051886384606657336
45,222811,0.0810099842562495,0.05151424144914207,0.05499954480669227,0.0367097279584774,0.06064629197270775,0.037375639706609745,0.0455004878185424,0.1524327331702076,0.054062163238092625,0.0493696718000942,0.01926127461881348,0.2882056273566929,0.011508460843267388,0.026001821904252626,0.031402329100159616
46,207170,0.027220172493493452,0.06695020807794434,0.13246839372893301,0.059346960586053134,0.05913221908873465,0.06866498497097544,0.05424370974741864,0.08354279902457859,0.09693579656780435,0.05359092747790909,0.029291559642579974,0.11660516847523142,0.019531358737550686,0.08513254342773784,0.047343197953053105
47,169811,0.034480177350874004,0.08613014993387916,0.04584683985080559,0.03363511631930488,0.20809142925606058,0.07190253536463351,0.06498458634824499,0.08525654407471207,0.0880413891385716,0.0669654849980216,0.03615130578502843,0.058841799688775884,0.026392311904757958,0.0391911216940735,0.05408920829225957
48,100408,0.04780650741346015,0.09975513294758559,0.03838473592951877,0.040642855035443515,0.12155910976464034,0.043947168959635734,0.10687590654467316,0.06662306092960615,0.1448133385457305,0.07901808757160383,0.03372461931197808,0.08025121670105854,0.011343917186904648,0.019112244365496023,0.06614209879266691
49,101524,0.041307645641574055,0.08777447470479208,0.09923493532389115,0.027758408269851542,0.08083177987836919,0.037826213345453726,0.1567761645242885,0.05986887987345572,0.07308371087233138,0.03854716928698079,0.010816430745082158,0.06932259126023323,0.02068894189573956,0.08143336916586413,0.11472928521209769
50,143000,0.039793100226786775,0.04730328848899025,0.10178505239648611,0.0961372831220398,0.05981813942968208,0.028997580134457013,0.05464044030522332,0.1113363750363934,0.07154071122685773,0.07272967310605619,0.032380326438931906,0.1015672014264321,0.039066270830723664,0.08559374884399087,0.05731080898695209
51,132078,0.060166666354760395,0.10872374321677165,0.056674028223627236,0.027563363230235758,0.05177846724811024,0.05119814904554799,0.045876868733146337,0.040879830310955254,0.1521070912151046,0.15525598780507383,0.02637639687991829,0.07459440328021594,0.02362484668877454,0.07103833575558435,0.0541418220121746
52,219667,0.11222623492259096,0.06298316193225509,0.0359954884130778,0.03687981981921086,0.11863235047610907,0.058478587359398364,0.08026003524209908,0.06497408027317503,0.11655323921118116,0.03476385151091862,0.015146509158815255,0.12004433992710536,0.002189874404690433,0.02665662762738756,0.11421579972198806
53,188640,0.03206604758561676,0.09222038274299497,0.03747055290171399,0.12556531303750149,0.10610750647623132,0.03467889037221192,0.04166417986768444,0.07025200005220153,0.07468133732869153,0.08026888454244992,0.02149209645501885,0.1940703787626571,0.02054049609477633,0.026074673987612467,0.04284725979264208
54,196348,0.017879197598351517,0.09936324441734294,0.040450786738951194,0.21181110575315504,0.10881437791318302,0.03567778284008279,0.05430088838813614,0.04448358667749334,0.06908910253661661,0.1190114083939233,0.008474978169080709,0.05524616628596741,0.011848833757661418,0.07638491537512472,0.0471636251549328
55,200257,0.018699287798955924,0.06555583835046122,0.03500138067135921,0.02974136512077478,0.21314653180132945,0.016619127559227495,0.12223530639684334,0.03143598988423672,0.1292224256827044,0.05673834362000507,0.011537538238636048,0.08015039294685769,0.012623530412887109,0.08409499849690306,0.09319794301882073
56,171381,0.02939191689321414,0.05848585614331279,0.039893251229517694,0.02973949161917464,0.1052369579882958,0.11830022429112828,0.11306516505789403,0.05410240471883793,0.11585939630190352,0.04885749884760866,0.01880316554860035,0.06434792578348027,0.08458982516269155,0.038134315379163716,0.08119260503517553
57,210398,0.01042241661299859,0.046288497741000106,0.11638623547978239,0.04957747011832508,0.09629819400659383,0.09640564026904816,0.08115858122733664,0.04674758896599463,0.1541817800622279,0.0597363669730707,0.007390439244446565,0.058377891471157906,0.004934190562943326,0.08742595172487862,0.084668755540202
58,126052,0.04880886601288903,0.07262843581390387,0.05494271897984007,0.06449263476870086,0.10637523870734795,0.061858106437996406,0.0977678573846564,0.07265415739917853,0.10810687515661269,0.026239445891482548,0.014636686698308093,0.12134671496538017,0.009770446049990661,0.07403930303147642,0.06633251270223074
59,111266,0.06712864316240531,0.06506201762681857,0.06543542242157348,0.05760348881281367,0.09148300116049066,0.08176097328451357,0.06521610650657557,0.15270232260986039,0.07305025603901391,0.0296875804741101,0.014552709973695503,0.11407850732973758,0.019951048964809044,0.04744405483826857,0.05484386679531585
60,130716,0.0245532692542442,0.1347997407890454,0.05545963213151502,0.05422003283166458,0.06744877791002316,0.03692903833829076,0.06002805330856424,0.043392847591740745,0.08665298207889947,0.22261665190259425,0.01581331882836033,0.06072122306138169,0.004653541565991259,0.07999358918227548,0.05271730122541101
61,106068,0.06933373484025179,0.11516653963126124,0.09200752201779276,0.02024463031521602,0.05914751418803248,0.05230374166222063,0.09932066495877157,0.043893103910581335,0.08843874764250562,0.15063933552850473,0.02557349772692804,0.0731635128007686,0.008667486030716615,0.04641742381856014,0.05568254492788528
62,133841,0.061029980840854745,0.07682370651079153,0.06281511648821617,0.043950427255500364,0.1193990366447617,0.06693131479218754,0.04362874685966314,0.04303698005256294,0.04268865480951661,0.08454108538771768,0.014627578691159143,0.12925541483810415,0.01491945342261706,0.10639375939565221,0.08995874401069698
